position COMBINED_rate(cM/Mb) Genetic_Map(cM)
568303 0.0038171881 0.8310237742
570090 0.0038171881 0.8310305955
570406 0.0038149679 0.8310318018
570666 0.0038149679 0.8310327937
570711 0.0038149679 0.8310329653
570903 0.0038149679 0.8310336978
572768 0.0038149679 0.8310408127
573126 0.0038149679 0.8310421785
573354 0.0038149679 0.8310430483
573355 0.0038323731 0.8310430521
573765 0.0038323731 0.8310446234
575526 0.0462561621 0.8310513722
575795 0.5041311003 0.8310638151
577213 0.0081819728 0.8317786730
581165 0.0090552409 0.8318110082
582611 0.0134646140 0.8318241020
583874 0.0368698444 0.8318411079
584394 0.1806128656 0.8318602802
584439 0.3354410157 0.8318684078
585969 0.3358472441 0.8323816325
586389 0.3175218045 0.8325226883
586422 0.3002386210 0.8325331666
586572 0.2780531433 0.8325782024
586640 0.2504117195 0.8325971100
586866 0.1934525191 0.8326537030
587007 0.0694572544 0.8326809798
587095 0.0694572544 0.8326870921
590789 0.0669132143 0.8329436672
591116 0.0652506176 0.8329655478
591280 0.0642568753 0.8329762489
592942 0.0646395364 0.8330830438
593740 0.0663059572 0.8331346262
595263 2.8128208631 0.8332356101
595649 1.5422249392 0.8343213590
595687 0.0645517149 0.8343799635
599544 0.0645517149 0.8346289395
601081 0.0645517149 0.8347281555
601143 0.0645467523 0.8347321577
601336 0.0645467523 0.8347446152
605324 0.0645379580 0.8350020277
611246 0.0647368112 0.8353842215
611683 0.0647475930 0.8354125114
614425 0.0670620996 0.8355900493
615681 0.1614770151 0.8356742793
616262 0.3138124568 0.8357680975
616990 1.2686025297 0.8359965529
617630 0.4593632056 0.8368084586
617855 0.3874834754 0.8369118153
618021 0.3392055114 0.8369761375
618431 0.3344697322 0.8371152118
618878 0.3120015540 0.8372647198
619242 0.3102321854 0.8373782883
619413 0.3057702993 0.8374313380
619954 0.3043824386 0.8375967598
620696 0.3173717000 0.8378226115
622567 0.3282076703 0.8384164140
625709 1.5725314921 0.8394476425
637250 1.2867722706 0.8575962284
640645 0.9237381341 0.8619648203
641657 0.8513330751 0.8628996433
645796 0.7796431605 0.8664233109
647296 0.7821397867 0.8675927756
650256 0.2552380658 0.8699079094
651906 0.0338693985 0.8703290522
652868 0.0283942597 0.8703616346
655061 0.0283395150 0.8704239032
655991 0.0293245355 0.8704502589
656288 0.0335780364 0.8704589683
656429 0.0406513008 0.8704637028
657524 1.1222011950 0.8705082160
657545 1.5588634840 0.8705317822
658863 0.9030239261 0.8725863643
660961 0.9133715175 0.8744809085
664085 0.9134087357 0.8773342811
665336 1.3307490596 0.8784769554
671726 1.1186352005 0.8869804419
671772 0.9200601540 0.8870318992
675922 0.8696439096 0.8908501488
677794 0.7679755918 0.8924781222
680405 0.7340435464 0.8944833065
680467 0.7090645836 0.8945288172
686885 0.7044272716 0.8990795937
689058 0.7858463444 0.9006103141
690108 1.0766574532 0.9014354528
691874 1.0764120576 0.9033368298
694231 1.0765368866 0.9058739331
697460 1.0802552855 0.9093500707
699603 1.2340688659 0.9116650577
700299 2.0539928272 0.9125239697
700412 2.8987596780 0.9127560709
704041 0.6799225725 0.9232756697
706486 0.6538661613 0.9249380804
709248 0.6588239269 0.9267440588
710104 0.6701622143 0.9273080120
710149 0.6832255640 0.9273381693
712843 0.6960504906 0.9291787790
714693 0.6733660073 0.9304664724
718025 0.6734506509 0.9327101280
718821 0.6801290600 0.9332461947
720340 0.5599687334 0.9342793107
723005 0.5451882676 0.9357716274
725280 0.5216998250 0.9370119307
727739 0.5205890617 0.9382947906
729762 5.9041448997 0.9393479422
732191 14.1817264515 0.9536891102
738490 13.7780759472 1.0430198051
740822 13.7344030695 1.0751502782
741628 13.7105236133 1.0862202071
741797 13.7083570769 1.0885372856
742235 13.6465575678 1.0945415460
744761 11.8500844126 1.1290127504
746656 10.5575273966 1.1514686604
749964 9.7254889809 1.1863929610
750040 9.6556142986 1.1871320982
750144 1.5948452443 1.1881362821
751434 1.5365586837 1.1901936324
751747 1.3886764117 1.1906745753
758803 1.3710027607 1.2004730760
764099 1.3736810785 1.2077339067
768467 1.3729601546 1.2137341456
768845 1.3710133865 1.2142531246
769231 1.3707772778 1.2147823357
769584 1.3697871694 1.2152662201
769956 1.3684362599 1.2157757809
770954 1.3587171632 1.2171414803
771465 1.3569270408 1.2178357848
771497 1.3434386327 1.2178792065
771540 1.3314994300 1.2179369743
775299 1.3282423315 1.2229420807
776150 1.3233780553 1.2240724149
779979 1.1655924185 1.2291396295
780015 1.0006870626 1.2291815908
780379 0.8637281527 1.2295458409
780598 0.8641097365 1.2297349974
780770 0.8034228201 1.2298836242
781711 0.7877037411 1.2306396451
785820 0.7863444987 1.2338763198
787598 0.7899378043 1.2352744403
787744 0.7896527973 1.2353897712
792138 2.4003717809 1.2388595056
794690 3.4270555244 1.2449852544
795718 12.9519608242 1.2485082675
800674 12.9528452987 1.3126981853
802834 12.9530220310 1.3406763312
805041 3.0570052853 1.3692636508
807938 3.0499034134 1.3781197951
808454 2.7494033753 1.3796935453
810951 2.4426076135 1.3865588055
814642 2.4422224365 1.3955744702
814651 2.4409322845 1.3955964502
815051 2.4424441486 1.3965728231
815069 2.4457948835 1.3966167871
815117 2.4457948835 1.3967341852
815403 2.4488844241 1.3974336826
815709 2.4575937693 1.3981830412
815738 2.4662670163 1.3982543114
815773 2.4659386217 1.3983406308
818325 2.4662633991 1.4046337061
818635 2.4659576555 1.4053982478
820774 2.4724624588 1.4106729312
825033 2.5551100150 1.4212031488
829657 2.8347414883 1.4330179775
831353 2.8340360740 1.4378256991
832019 4.3161964093 1.4397131671
835080 21.0512324052 1.4529250443
837567 21.2344253335 1.5052794593
838329 7.4510704345 1.5214600914
842323 6.6652669665 1.5512196668
843639 6.6373080665 1.5599911581
843777 6.6373080665 1.5609071066
844552 6.6277508901 1.5660510203
844872 6.6261378167 1.5681719006
844996 6.6226237172 1.5689935417
845017 6.5910086290 1.5691326168
845032 6.5477858617 1.5692314820
845123 1.9197664176 1.5698273305
845357 1.7785642089 1.5702765558
845560 1.7176646829 1.5706376043
845564 1.6560253201 1.5706444750
845623 1.4627783813 1.5707421805
845763 1.4587948899 1.5709469695
846226 1.3472385252 1.5716223915
846888 0.7120429352 1.5725142634
850951 0.7688127412 1.5754072938
851718 0.9835080038 1.5759969732
853782 0.9837236787 1.5780269337
854427 0.9837280682 1.5786614355
856123 0.9835425687 1.5803298383
857121 0.9834657302 1.5813114138
857768 0.9927471490 1.5819477161
860311 0.9943591125 1.5844722721
860417 1.0117937964 1.5845776742
863866 3.6484123926 1.5880673510
868107 1.2362453317 1.6035402680
869429 1.0707834193 1.6051745843
869712 1.0308508929 1.6054776160
870011 1.0106419117 1.6057858404
871687 1.0128906872 1.6074796763
872360 1.0886488356 1.6081613517
873239 1.5912860125 1.6091182740
873779 2.5407984369 1.6099775685
873912 3.2545139470 1.6103154947
874181 3.7001014586 1.6111909589
874680 3.7088351483 1.6130373095
875481 3.7536224987 1.6160080865
875568 20.5874862230 1.6163346516
878015 20.5874862230 1.6667122304
878107 20.5907402240 1.6686062792
878968 20.5785510334 1.6863349065
879313 20.5717613177 1.6934345066
879796 1.2394382581 1.7033706673
883108 1.2388090484 1.7074756868
883362 1.2224023057 1.7077903443
887818 51.6523963611 1.7132373690
888967 51.6661582940 1.7725859724
890923 0.3525845946 1.8736449780
891046 0.3462059429 1.8736883459
897886 0.3013606746 1.8760563946
900726 0.2466776908 1.8769122589
901052 0.2237127485 1.8769926758
903316 0.2220346777 1.8774991615
905680 0.2215465508 1.8780240515
906336 0.2209694482 1.8781693860
908293 0.2224632952 1.8786018232
910599 0.0956015820 1.8791148236
914412 0.0958636800 1.8794793524
915967 0.0931666146 1.8796284204
916555 0.0928432451 1.8796832024
919007 0.0927083868 1.8799108540
922457 0.7718428796 1.8802306980
922504 1.5511722873 1.8802669746
922573 1.6748038744 1.8803740055
923164 1.6847063189 1.8813638146
923293 1.6914973042 1.8815811417
925718 1.2034297936 1.8856830227
925768 0.8823871218 1.8857431941
925892 0.8284540172 1.8858526101
925948 0.7905372405 1.8858990036
926759 1.9861427762 1.8865401293
927257 1.7155838304 1.8875292284
927359 1.1174412762 1.8877042179
927372 0.6558060179 1.8877187447
927878 4.2227247031 1.8880505825
927936 4.2344809355 1.8882955005
927973 3.1282896581 1.8884521763
927997 1.2898310028 1.8885272553
928071 0.3713359995 1.8886227028
928169 0.3060427337 1.8886590937
928579 0.3044174273 1.8887845712
928890 0.2996369413 1.8888792451
928999 0.2981664246 1.8889119055
929192 0.3491463291 1.8889694516
929382 0.3552138657 1.8890357894
929450 0.3618903581 1.8890599439
929634 0.3270570745 1.8891265318
929859 0.5683613466 1.8892001196
930022 1.6003596947 1.8892927625
930387 0.8043681265 1.8898768938
930401 0.2532582500 1.8898881550
930816 0.2454566457 1.8899932571
930899 0.2426298242 1.8900136300
931003 0.2071307749 1.8900388635
931220 0.1633512395 1.8900838109
931873 0.1314358772 1.8901904793
932092 0.1143722338 1.8902192637
932301 0.1017370300 1.8902431675
932591 0.0944784706 1.8902726713
932962 0.0897895945 1.8903077228
933821 0.0895073020 1.8903848520
934365 0.0896595910 1.8904335440
934700 0.0913146672 1.8904635800
934888 0.0957989208 1.8904807471
935083 0.1134216020 1.8904994279
935102 0.1324291454 1.8905015829
935157 0.1518349656 1.8905088665
935895 0.2174268931 1.8906209207
944555 0.2170014193 1.8925038376
944695 0.2166516243 1.8925342178
947462 0.2165509777 1.8931336929
947764 0.2164516152 1.8931990913
949036 0.2164417140 1.8934744177
952751 0.2163623806 1.8942784987
953166 0.2163368393 1.8943682891
956058 0.2160076423 1.8949939352
962503 0.2162029557 1.8963861045
965984 0.2162510460 1.8971387070
966399 0.2162553244 1.8972284511
969913 0.2162758800 1.8979883724
972777 0.2163032556 1.8986077865
975549 0.2167797429 1.8992073791
975654 0.2170369851 1.8992301410
976641 3.1498174560 1.8994443565
977036 18.2007633337 1.9006885344
980850 17.9951603991 1.9701062457
985385 14.8844826003 2.0517142981
985839 14.5494212108 2.0584718532
985952 14.5499875489 2.0601159378
986082 14.5499875489 2.0620074362
986472 16.8150125969 2.0676819314
987359 16.8150125969 2.0825968475
987386 16.8150125969 2.0830508529
987431 16.8150125969 2.0838075284
987730 16.8138779184 2.0888352172
987781 16.8128294838 2.0896927250
988527 16.8066828399 2.1022350958
988569 16.8063990271 2.1029409765
988865 16.7903000729 2.1079156706
988951 16.5430373514 2.1093596364
989076 13.8417151769 2.1114275160
989140 12.1738876243 2.1123133858
989432 11.7881903336 2.1158681610
989678 11.7881903336 2.1187680558
989704 11.7859014170 2.1190745488
990200 11.7859014170 2.1249203559
990407 11.7844468168 2.1273600375
990508 8.9357667906 2.1285502666
990761 7.6769263041 2.1308110156
990878 1.2286823302 2.1317092160
991521 1.1075997018 2.1324992587
992944 1.0875807196 2.1340753731
993818 1.0805025630 2.1350259186
995809 1.0790214833 2.1371771992
996548 1.0780255081 2.1379745961
1000083 1.0779299096 2.1417854163
1000224 1.0780921345 2.1419374044
1001059 1.0809986453 2.1428376113
1002313 1.0843775273 2.1441931836
1002889 1.0840825822 2.1448177851
1005434 1.0847812985 2.1475767753
1006397 1.0851109968 2.1486214197
1010148 1.1248997923 2.1526916710
1012975 1.4010342777 2.1558717627
1013553 1.6887704403 2.1566815605
1013783 1.9462854293 2.1570699777
1019583 1.9673646039 2.1683584332
1020759 2.1416932411 2.1706720540
1021152 1.9442097930 2.1715137394
1021176 1.3964036367 2.1715604005
1021189 0.8360821320 2.1715785537
1021349 0.4302532658 2.1717123269
1023423 0.4334425694 2.1726046721
1024971 0.4714116522 2.1732756412
1025336 0.5822237439 2.1734477065
1025394 0.7072803520 2.1734814755
1025631 0.8523812472 2.1736491009
1026121 1.1913651396 2.1740667677
1026770 1.1998014328 2.1748399637
1026856 1.2007556710 2.1749431466
1028774 1.2109454885 2.1772461960
1028798 3.0248052377 2.1772752587
1029553 3.1989130515 2.1795589866
1029787 3.1837889064 2.1803075323
1029950 3.0830091786 2.1808264899
1030131 0.8367585735 2.1813845145
1032102 0.8561701016 2.1830337657
1032609 0.8634200044 2.1834678439
1032677 0.8718829646 2.1835265565
1032750 0.8781952306 2.1835902039
1032840 0.8830890211 2.1836692415
1032872 0.8888381187 2.1836975004
1034960 0.8893284555 2.1855533944
1036508 0.8578540107 2.1869300748
1040065 0.7440624407 2.1899814615
1040164 0.7438444988 2.1900551237
1040307 0.6926576855 2.1901614935
1040366 0.6933176991 2.1902023603
1040634 0.6515930973 2.1903881694
1040777 0.6212761287 2.1904813472
1041310 0.6180581350 2.1908124874
1041745 0.6120438174 2.1910813427
1042363 0.5988524513 2.1914595858
1042378 0.5860895551 2.1914685686
1042702 0.5805149885 2.1916584616
1043096 0.5819703588 2.1918871845
1043759 0.5970873864 2.1922730308
1045761 3.5550288023 2.1934683998
1045784 9.0409745530 2.1935501654
1045874 9.9250206437 2.1943638532
1045967 9.9338311439 2.1952868801
1046796 33.2712904035 2.2035220261
1049436 33.2599379350 2.2913582328
1049519 31.5957793736 2.2941188076
1049654 24.2657712093 2.2983842378
1050645 24.2554256991 2.3224316171
1051385 23.9138947087 2.3403806321
1051426 0.8727419515 2.3413611018
1052784 0.8710100026 2.3425462854
1053552 0.9102012357 2.3432152210
1053696 0.9561911564 2.3433462900
1053848 1.0453657188 2.3434916311
1053994 1.2064834586 2.3436442545
1054051 1.2063727568 2.3437130240
1054108 1.3925824643 2.3437817873
1054259 1.6130772280 2.3439920672
1055045 1.2901202963 2.3452599459
1055378 0.8259487224 2.3456895560
1056568 0.8207136124 2.3466724350
1056653 0.8125129805 2.3467421956
1056913 0.8059497298 2.3469534490
1057054 0.8017418765 2.3470670879
1057663 0.8012145856 2.3475553487
1057738 0.8012799402 2.3476154398
1058083 0.8026365485 2.3478918814
1058088 0.8040833991 2.3478958946
1059947 0.8930833185 2.3493906856
1060214 1.2018246460 2.3496291389
1066544 1.2663556208 2.3572366889
1066680 1.3257497457 2.3574089132
1068407 2.0410180667 2.3596984830
1069873 3.4464097284 2.3626906155
1070434 4.4540666311 2.3646240514
1071394 6.8173772630 2.3688999553
1071696 6.9062436416 2.3709588033
1073050 6.9121594492 2.3803098572
1074268 6.8955815552 2.3887288674
1074819 6.4342479077 2.3925283328
1075010 5.8255336793 2.3937572742
1075404 5.1411002089 2.3960525344
1082115 5.1246773447 2.4305544579
1086229 5.1240720842 2.4516373805
1086255 5.0946676688 2.4517706064
1087709 4.6977026733 2.4591782532
1091324 3.4125252305 2.4761604484
1095026 2.2279777337 2.4887936168
1096842 1.6752788804 2.4928396243
1099732 1.6421549708 2.4976811803
1101811 1.6398180888 2.5010952205
1108227 2.3722689367 2.5116162933
1110513 14.9525078900 2.5170393001
1119032 6.2961181953 2.6444197148
1119894 6.3040332368 2.6498469687
1123678 6.3135768260 2.6737014305
1124127 6.3265199663 2.6765362265
1124912 6.3706020635 2.6815025447
1124968 6.4579572031 2.6818592984
1126265 6.4582874643 2.6902352689
1126298 6.4552368052 2.6904483924
1126300 6.4552368052 2.6904613028
1127932 6.3268559154 2.7009962493
1130904 6.3243863336 2.7197996651
1132214 6.3018263208 2.7280846112
1133227 5.9917579341 2.7344683612
1134438 5.8347442057 2.7417243801
1136761 5.6601765590 2.7552784909
1138939 5.6397989987 2.7676063554
1141616 11.2531862562 2.7827040973
1152524 6.5442608773 2.9054538530
1152890 5.8316672429 2.9078490525
1155682 0.3489104925 2.9241310675
1156918 0.3521847971 2.9245623208
1157550 0.2574382581 2.9247849016
1161968 0.3862498907 2.9259222638
1165629 0.5813532102 2.9273363247
1166199 0.6978494584 2.9276676960
1168870 0.7391097800 2.9295316519
1172182 0.8031771451 2.9319795835
1174843 1.6801452133 2.9341168379
1174912 2.9222151485 2.9342327679
1175163 3.8627654373 2.9349662439
1177575 3.8802979688 2.9442832342
1183558 3.8831401224 2.9674990569
1186212 3.5272071759 2.9778049108
1186271 3.0872284452 2.9780130160
1187338 3.0341868301 2.9813070888
1187483 2.9089059249 2.9817470458
1187607 1.5230630978 2.9821077502
1188372 1.3484760289 2.9832728935
1188938 1.2518845051 2.9840361309
1192442 1.2538602380 2.9884227342
1192600 1.2559093202 2.9886208441
1192738 1.2561910876 2.9887941596
1194370 1.9152589540 2.9908442635
1195546 9.5549940194 2.9930966080
1199663 9.4951086508 3.0324345184
1201223 5.4390891925 3.0472468879
1201283 0.5745412215 3.0475732332
1205601 0.5787904096 3.0500541022
1206333 0.5793060837 3.0504777768
1209004 0.6781028059 3.0520251033
1209030 0.7848865063 3.0520427340
1210056 0.8331842493 3.0528480276
1210163 0.8721796138 3.0529371783
1211891 0.8726074362 3.0544443046
1212723 0.8290804151 3.0551703140
1212866 0.8131180649 3.0552888725
1213804 0.6642381637 3.0560515773
1213983 0.4990629894 3.0561704759
1217473 0.4220393961 3.0579122057
1228713 0.4344719266 3.0626559286
1234026 0.4394453130 3.0649642779
1237146 0.4397532927 3.0663353473
1237517 0.4408199395 3.0664984957
1247677 1.4046090961 3.0709772263
1250574 1.9110486730 3.0750463789
1251334 3.2595582542 3.0764987759
1251798 3.2622101779 3.0780112109
1251963 3.2708446919 3.0785494756
1252547 1.6596483911 3.0804596489
1252977 1.6608095700 3.0811732977
1253000 1.6585825389 3.0812114963
1253302 1.6629584978 3.0817123882
1253383 1.6712094851 3.0818470879
1253638 1.2933167605 3.0822732463
1253727 0.7430475164 3.0823883515
1256226 0.7431277029 3.0842452272
1260594 0.7438679312 3.0874912090
