position COMBINED_rate(cM/Mb) Genetic_Map(cM)
19462226 3.1412342563 0.5344115226
19463414 4.1870631897 0.5381433089
19463759 5.8652414096 0.5395878457
19463828 7.1969023626 0.5399925474
19464184 7.0325190892 0.5425546446
19464530 6.7610571729 0.5449878962
19464608 6.3253548878 0.5455152587
19464720 5.6304045447 0.5462236984
19465216 2.7129556943 0.5490163791
19465537 2.4274131895 0.5498872378
19466505 2.4014321906 0.5522369738
19466524 2.3710139492 0.5522826010
19467207 2.4581257927 0.5539020036
19467449 2.5960364977 0.5544968700
19467809 3.2386841300 0.5554314431
19467928 3.3255402290 0.5558168465
19468166 2.1777565634 0.5566083251
19468209 0.7072283612 0.5567019687
19469309 0.7159170353 0.5574799199
19469680 0.7699764647 0.5577455251
19470210 0.8758769978 0.5581536126
19470420 0.9370103445 0.5583375468
19470783 1.6527408698 0.5586776815
19470840 2.6927360866 0.5587718878
19471496 2.9241379993 0.5605383226
19471932 2.9286099579 0.5618132468
19472032 2.9284059526 0.5621061078
19472133 2.9242801652 0.5624018768
19472638 1.0391549118 0.5638786383
19473931 1.0122291215 0.5652222656
19474078 1.0119738730 0.5653710633
19474576 0.6678721618 0.5658750262
19478474 1.6311880091 0.5684783919
19478548 1.7781780483 0.5685990998
19478751 2.7845313181 0.5689600700
19479098 2.7992208951 0.5699263024
19479339 2.7112597757 0.5706009146
19479619 2.1421931257 0.5713600673
19479684 1.3877438661 0.5714993099
19480690 1.3828708465 0.5728953802
19481529 1.3786668819 0.5740556088
19481557 1.3764877976 0.5740942115
19482299 1.4648544709 0.5751155655
19482879 1.5072502961 0.5759651811
19483160 1.5167349254 0.5763887184
19483641 1.5241031027 0.5771182679
19483960 1.5325130206 0.5776044568
19483978 1.5381859800 0.5776320420
19484724 1.5419044244 0.5787795288
19484886 1.5943890068 0.5790293173
19485478 3.0007897523 0.5799731956
19485599 3.2253219109 0.5803362911
19485620 3.3695283241 0.5804040229
19485761 3.3791386473 0.5808791264
19485966 3.3688319166 0.5815718498
19485990 3.3554303266 0.5816527018
19486339 3.3575404531 0.5828237470
19486415 3.4394545388 0.5830789200
19486430 3.5275958544 0.5831305118
19486480 3.5231374797 0.5833068916
19486663 11.6965635837 0.5839516258
19487234 19.7461471033 0.5906303636
19487328 25.1030314435 0.5924865014
19487367 25.1850204184 0.5934655197
19487381 25.1850204184 0.5938181099
19487393 25.2085416973 0.5941203302
19487403 25.2234915046 0.5943724156
19487428 25.2234915046 0.5950030029
19487515 11.9343241612 0.5971974467
19487636 11.9343241612 0.5986414999
19487941 11.9359891263 0.6022814687
19488329 11.9357795142 0.6069126325
19489081 8.0408530286 0.6158883387
19489099 3.1003090259 0.6160330741
19489537 3.4798592010 0.6173910094
19489682 3.5835991436 0.6178955890
19489709 3.6019438386 0.6179923462
19489770 3.7173392974 0.6182120648
19489991 3.6647887252 0.6190335968
19490104 3.5253267272 0.6194477179
19490178 2.7325982816 0.6197085921
19490227 1.8252554612 0.6198424894
19490270 1.4306437174 0.6199209754
19490411 1.2574837647 0.6201226961
19490525 0.9760350683 0.6202660493
19490758 3.2858703153 0.6204934654
19491208 0.8943404449 0.6219721071
19491229 0.8951437080 0.6219908882
19491436 0.8895018595 0.6221761830
19491534 0.8874591830 0.6222633542
19491755 0.8873845563 0.6224594826
19491775 0.8879011980 0.6224772303
19491820 0.8875021649 0.6225171859
19492094 0.8825726401 0.6227603615
19492423 0.8825386221 0.6230507279
19492441 0.6141863217 0.6230666136
19492651 0.0819766485 0.6231955927
19493705 0.1547216425 0.6232819961
19493790 5.4053446222 0.6232951474
19494024 4.5356509084 0.6245599981
19494146 0.0100075136 0.6251133475
19494766 0.0094805707 0.6251195521
19494891 0.0033362848 0.6251207372
19495011 0.0031162823 0.6251211376
19495625 0.0030952374 0.6251230510
19495751 0.0030428640 0.6251234410
19496260 0.0030384636 0.6251249898
19496544 0.0030384636 0.6251258527
19496582 0.0030384636 0.6251259682
19500232 0.0030344549 0.6251370586
19502388 0.0030344549 0.6251436008
19502504 0.0030344549 0.6251439528
19502641 0.0030344549 0.6251443686
19502828 0.0030363082 0.6251449360
19502884 0.0030352622 0.6251451060
19503797 0.0030980009 0.6251478772
19504249 0.0031103486 0.6251492775
19504528 0.0035734724 0.6251501453
19504682 10.3068427195 0.6251506956
19507729 13.4477290790 0.6565556454
19507741 12.5927602855 0.6567170181
19507852 16.1303556807 0.6581148145
19508102 16.4577480693 0.6621474035
19508485 16.4575882727 0.6684507210
19510713 0.9720344104 0.7051182276
19511141 1.2493129172 0.7055342584
19513783 1.1327897040 0.7088349431
19513852 1.0758578944 0.7089131056
19513866 1.0555286184 0.7089281676
19514281 1.0339667921 0.7093662120
19514428 1.0069045404 0.7095182051
19514447 0.9809305617 0.7095373363
19514931 0.9793505754 0.7100121067
19515210 0.5964548752 0.7102853455
19515398 0.4210354531 0.7103974790
19515458 0.3009842592 0.7104227411
19515608 0.2378496860 0.7104678888
19515745 0.2030186395 0.7105004742
19516349 0.1853293883 0.7106230974
19518960 0.1854801802 0.7111069925
19520723 0.1854224847 0.7114339940
19522242 0.1898845858 0.7117156508
19522300 0.1903130851 0.7117266641
19522451 0.1866018316 0.7117554013
19522844 0.1851886920 0.7118287359
19525147 0.1850485059 0.7122552254
19536664 1.0793420944 0.7143864291
19537170 1.0820882260 0.7149325762
19539757 1.2367024624 0.7177319384
19540239 17.5590250598 0.7183280290
19540577 17.7819294762 0.7242629795
19540743 18.0361321462 0.7272147798
19544983 17.7665423302 0.8036879801
19548378 15.5380965714 0.8640053913
19548603 2.5633156140 0.8675014630
19549830 0.5271870779 0.8706466513
19549894 0.2505036611 0.8706803912
19550387 0.2511200165 0.8708038895
19550590 0.2518174642 0.8708548669
19551185 0.2518117390 0.8710046983
19551276 0.2516917360 0.8710276132
19552311 0.2453646040 0.8712881141
19552759 0.2398991068 0.8713980374
19552838 0.2322673411 0.8714169895
19553467 0.2225536137 0.8715630856
19553484 0.2151901508 0.8715668690
19553713 0.2119619413 0.8716161476
19553882 0.2119619413 0.8716519692
19554069 0.2107318638 0.8716916060
19554265 0.2104175470 0.8717329095
19554580 1.3793376634 0.8717991910
19554626 2.9723517466 0.8718626405
19554857 3.3987105980 0.8725492538
19555004 3.4004365543 0.8730488643
19555474 3.4144775025 0.8746470694
19555718 6.4628344546 0.8754802019
19555745 7.5161465889 0.8756546985
19555955 5.9120516691 0.8772330893
19556010 1.6678438600 0.8775582521
19556195 0.9704727798 0.8778668032
19556264 0.6125699219 0.8779337658
19556419 0.5587954393 0.8780287142
19556440 0.5200088758 0.8780404489
19556564 0.5155867727 0.8781049300
19556581 0.5163771595 0.8781136950
19556947 0.5189208619 0.8783026890
19557179 0.5204513169 0.8784230786
19557204 0.5222763823 0.8784360899
19557344 0.5231163275 0.8785092086
19557393 0.5246828166 0.8785348413
19557528 0.5256031428 0.8786056735
19557988 0.5265856763 0.8788474509
19558031 0.5267289070 0.8788700941
19558498 0.5276497234 0.8791160765
19559203 1.1359283024 0.8794880696
19559233 1.7941125508 0.8795221474
19559318 1.7949867179 0.8796746470
19559389 1.7964004034 0.8798020911
19559398 1.7978635177 0.8798182587
19559972 1.1575333994 0.8808502323
19559978 0.5978321961 0.8808571775
19560452 0.5973441982 0.8811405500
19561192 0.5974856944 0.8815825847
19562332 0.5212905121 0.8822637184
19562560 0.2501334368 0.8823825726
19564589 0.2501384806 0.8828900934
19564647 0.1820726869 0.8829046014
19565753 0.1937626732 0.8831059738
19566569 0.1950236886 0.8832640841
19566665 0.2050101106 0.8832828064
19566823 0.2177946223 0.8833151980
19567420 0.2998239231 0.8834452214
19567471 0.4078665932 0.8834605124
19567558 0.5329024849 0.8834959968
19567577 0.6623252885 0.8835061219
19568679 1.1031347342 0.8842360044
19569519 0.9443772394 0.8851626376
19571152 0.9457501028 0.8867048056
19571208 0.9532294644 0.8867577676
19571802 1.9063870760 0.8873239859
19571884 3.4089988650 0.8874803097
19571960 4.5241007812 0.8877393936
19572761 0.7317211799 0.8913631983
19573381 0.3756939969 0.8918168654
19573408 0.0706985004 0.8918270092
19574026 0.0706498779 0.8918707008
19574275 0.0706207139 0.8918882927
19575031 0.0703880824 0.8919416819
19580759 0.0703273545 0.8923448649
19580947 0.0702550476 0.8923580864
19581513 0.0702142410 0.8923978508
19582450 0.1129163847 0.8924636415
19582611 1.1936875948 0.8924818210
19582612 2.2139799256 0.8924830147
19582738 1.0489686601 0.8927619762
19582973 0.7176249940 0.8930084838
19583196 0.0789081823 0.8931685142
19584161 0.0314160593 0.8932446606
19584224 0.0084016475 0.8932466398
19584503 0.0076033968 0.8932489839
19584545 0.0075837903 0.8932493032
19584863 0.0075837903 0.8932517149
19584872 0.0075837903 0.8932517831
19585134 0.0075837903 0.8932537701
19585223 0.0075801528 0.8932544450
19585276 0.0075715860 0.8932548468
19585492 0.0075641661 0.8932564822
19585603 0.0075391559 0.8932573219
19586195 0.0075378114 0.8932617850
19586905 0.0075378114 0.8932671369
19587194 0.0075392081 0.8932693153
19587209 0.0076026909 0.8932694284
19587341 0.0079081030 0.8932704320
19587488 0.0213487638 0.8932715945
19587510 0.1638508263 0.8932720641
19587528 0.7787895500 0.8932750134
19587561 2.5310905610 0.8933007135
19587827 4.7774526203 0.8939739836
19588231 4.7469118062 0.8959040744
19588405 4.4853750825 0.8967300371
19588421 2.2027878510 0.8968018031
19588458 1.1620286238 0.8968833063
19588771 0.4620929432 0.8972470212
19589474 0.4652088366 0.8975718725
19590038 0.4931315680 0.8978342503
19590226 0.5113974422 0.8979269591
19590795 0.5122317889 0.8982179442
19590900 0.5131652049 0.8982717285
19592409 0.9298680668 0.8990460948
19592561 1.0325575433 0.8991874348
19592839 0.9679416690 0.8994744858
19594095 0.8797095452 0.9006902205
19595255 0.7592256147 0.9017106836
19595673 0.0586389323 0.9020280399
19597130 0.0587212806 0.9021134768
19597775 0.0640139118 0.9021513521
19598047 0.1175288384 0.9021687638
19598148 0.2411113787 0.9021806342
19598161 0.3786977300 0.9021837687
19598199 0.5408096366 0.9021981592
19598202 0.5408014381 0.9021997816
19598321 0.6878816635 0.9022641370
19598345 0.8238564278 0.9022806462
19598368 0.9588991876 0.9022995949
19598859 0.7397053432 0.9027704144
19598883 0.5540944168 0.9027881673
19599017 0.4336487143 0.9028624160
19599289 0.4336487143 0.9029803684
19599355 0.4092255550 0.9030089892
19599492 0.3831373782 0.9030650531
19599652 0.3831373782 0.9031263551
19599705 0.3350745184 0.9031466614
19602143 0.3513980092 0.9039635731
19602219 0.3849589929 0.9039902793
19603812 5.1336183975 0.9046035190
19603873 5.6161706290 0.9049166697
19603906 9.8294737739 0.9051020033
19604153 5.6199794461 0.9075298834
19604219 5.3947923259 0.9079008020
19604749 1.0198125568 0.9107600419
19606217 0.6974288493 0.9122571268
19607985 0.5423510997 0.9134901810
19608234 0.5480934191 0.9136252264
19608948 0.7585774349 0.9140165651
19609145 1.2446790008 0.9141660048
19612581 3.4597672130 0.9184427219
19618933 18.6808120182 0.9404191632
19620187 0.2205510765 0.9638449015
19629074 0.2207131836 0.9658049389
19629122 0.2205400001 0.9658155332
19631920 4.1862452443 0.9664326041
19632241 4.9105564959 0.9677763888
19633680 0.4212744910 0.9748426796
19636925 0.4218263088 0.9762097153
19638540 0.4262147964 0.9768909648
19640649 0.4242893523 0.9777898518
19641115 0.4242893523 0.9779875706
19641635 0.4233706557 0.9782082011
19641996 0.4217676147 0.9783610379
19642524 0.4217800989 0.9785837312
19648010 1.8131969731 0.9808976168
19648084 3.2399842001 0.9810317934
19649754 2.2292319960 0.9864425670
19649756 2.2202850963 0.9864470255
19649952 0.1263608202 0.9868822014
19650410 0.1002502258 0.9869400746
19652448 0.1001989382 0.9871443846
19653954 0.1034183858 0.9872952842
19654039 0.1077521019 0.9873040748
19654422 0.2119595722 0.9873453438
19655043 0.7487082547 0.9874769707
19655882 0.2541783303 0.9881051369
19656272 0.1345839867 0.9882042665
19656359 0.1255773313 0.9882159753
19658733 4.1858876896 0.9885140959
19659104 0.0668664920 0.9900670602
19660294 0.0592681279 0.9901466313
19661054 0.0584307588 0.9901916751
19661564 0.0579419044 0.9902214748
19661878 0.0576010366 0.9902396686
19664214 0.0575414322 0.9903742246
19664229 0.0575439570 0.9903750877
19664489 0.0574856701 0.9903900491
19665092 0.0575597747 0.9904247130
19665741 0.0575828779 0.9904620693
19669355 0.0727560831 0.9906701738
19669480 0.0950051244 0.9906792683
19669729 0.1161936852 0.9907029246
19669857 0.1430993506 0.9907177974
19669994 0.1661090504 0.9907374020
19670889 0.1955228217 0.9908860696
19671553 0.2070757832 0.9910158967
19672068 1.2598062073 0.9911225408
19673022 0.5940849354 0.9923243959
19673199 0.3432178050 0.9924295489
19673739 0.1720230710 0.9926148865
19674217 0.0769579787 0.9926971136
19675435 0.0517563697 0.9927908484
19675931 0.1771153805 0.9928165195
19675984 0.3366554925 0.9928259067
19676004 0.4614639872 0.9928326398
19678128 0.2369113965 0.9938127893
19678169 0.0323605361 0.9938225026
19681530 0.0323598888 0.9939312664
19681625 0.0324465877 0.9939343406
19682130 0.0326291621 0.9939507261
19682305 0.0332749838 0.9939564362
19682435 0.0341387141 0.9939607620
19682512 0.0354922715 0.9939633907
19683964 0.4802807181 0.9940149254
19684991 0.4801982297 0.9945081737
19685528 0.4805319633 0.9947660402
19686229 0.4837216404 0.9951028931
19686788 0.4933176849 0.9953732935
19687378 0.4933537411 0.9956643509
19687414 0.4817848363 0.9956821117
19687492 0.4635071505 0.9957196909
19687711 0.3781037527 0.9958211989
19687865 0.1509957341 0.9958794269
19688608 0.0787143383 0.9959916167
19688912 0.0597406368 0.9960155459
19692061 0.0630757592 0.9962036692
19692827 0.0706209002 0.9962519852
19694924 0.5401303848 0.9964000772
19696043 0.1898983102 0.9970044831
19696131 0.1146191661 0.9970211942
19701224 0.0641379293 0.9976049496
19702303 0.0643213469 0.9976741544
19703381 0.0856914437 0.9977434928
19705066 0.1400678192 0.9978878829
19705346 0.2059251880 0.9979271019
19705635 0.2547028962 0.9979866143
19708855 0.2539202887 0.9988067576
19709050 0.2533995218 0.9988562721
19709865 0.3145893188 0.9990627927
19710032 1.0780312554 0.9991153291
19710039 1.9371450203 0.9991228753
19710374 0.0685532665 0.9997718189
19711530 0.0459804295 0.9998510665
19711547 0.0311326184 0.9998518481
19714162 0.0312470504 0.9999332599
19714276 0.0320604059 0.9999368221
19714313 0.0325222787 0.9999380083
19714482 0.0334379560 0.9999435046
19714530 0.0991830188 0.9999451096
19714615 9.7840589310 0.9999535402
19715448 7.1078265038 1.0081036613
19715756 2.4329399646 1.0102928718
19716325 2.2079380379 1.0116772147
19716780 1.8634636862 1.0126818265
19717760 1.8638355988 1.0145080209
19717795 1.8437042239 1.0145732551
19718916 1.8637537127 1.0166400476
19719006 1.8443080790 1.0168077854
19719215 1.9716622220 1.0171932458
19720867 4.3449199331 1.0204504318
19720997 5.1866003703 1.0210152714
19721741 4.0120945108 1.0248741020
19721984 0.6488239939 1.0258490410
19722314 0.3980077451 1.0260631529
19722362 0.3243019401 1.0260822573
19722395 0.2969796155 1.0260929593
19722508 0.2892423411 1.0261265180
19722597 0.2893305976 1.0261522605
19722689 0.2921846852 1.0261788789
19722846 5.5623149418 1.0262247519
19723063 5.6493777710 1.0274317743
19723086 5.7476290483 1.0275617100
19723122 5.9448215884 1.0277686246
19723380 7.2074674718 1.0293023886
19723761 6.0114018281 1.0320484337
19724160 1.6248907875 1.0344469830
19724175 1.6088467259 1.0344713564
19724187 0.5317399913 1.0344906625
19724668 0.6490742726 1.0347464295
19724802 1.4448654966 1.0348334054
19725247 0.8004116804 1.0354763706
19725278 0.3674926619 1.0355011833
19725306 0.1447804927 1.0355114731
19725550 0.1415233467 1.0355467996
19725934 0.3090693008 1.0356011445
19726013 0.3090693008 1.0356255610
19726079 1.5233856566 1.0356459596
19726485 0.4034185938 1.0362644542
19726605 0.3241878302 1.0363128644
19726654 0.2912700220 1.0363287496
19728687 0.3915669356 1.0369209016
19728913 0.8276709044 1.0370093957
19728991 1.6916079839 1.0370739540
19729093 4.5659243378 1.0372464980
19730200 4.5571693738 1.0423009763
19730832 4.5530065194 1.0451811073
19730945 4.5481255681 1.0456955971
19731132 4.5479234429 1.0465460965
19731783 4.5522178492 1.0495067947
19731992 4.5643967579 1.0504582082
19732211 4.5669554937 1.0514578111
19732874 4.5665065460 1.0544857026
19732918 4.5463524681 1.0546866289
19735141 6.7698328811 1.0647931704
19735202 13.4195025214 1.0652061302
19735630 13.2637459438 1.0709496773
19735680 13.0940472744 1.0716128646
19736396 12.2742766251 1.0809882025
19736924 11.2731535385 1.0874690205
19737660 11.3039968760 1.0957660615
19738657 11.3926902480 1.1070361464
19738982 11.7912380345 1.1107387707
19739080 12.2361489937 1.1118943121
19739685 12.2411281516 1.1192971822
19741856 3.5047840162 1.1458726714
19742069 2.3747099686 1.1466191904
19742330 2.1306722983 1.1472389897
19742349 1.9193145457 1.1472794725
19743825 1.0552599679 1.1501123808
19745034 0.9996742728 1.1513881901
19746154 1.0075874978 1.1525078253
19747097 1.0366645703 1.1534579803
19747431 1.0581262770 1.1538042262
19747563 1.0662519026 1.1539438989
19747654 1.0741569557 1.1540409278
19752884 1.0779793631 1.1596587687
19754117 1.8318602084 1.1609879173
19754730 3.5024109745 1.1621108476
19757818 3.5257774833 1.1729262927
19760008 3.5359376990 1.1806477453
19760409 3.5186067624 1.1820656564
19760439 3.4978184967 1.1821712146
19760602 3.4587033376 1.1827413590
19760671 3.4136283168 1.1829800095
19760824 3.3658113659 1.1835022946
19760996 3.3117163432 1.1840812142
19761169 3.2760635553 1.1846541411
19761365 3.2544833564 1.1852962496
19761450 2.3547285545 1.1855728807
19761502 1.6863230317 1.1856953265
19761558 1.3222058553 1.1857897606
19761728 0.3832722689 1.1860145356
19761802 0.2098633559 1.1860428978
19762028 0.2075443750 1.1860903269
19762145 0.2078217287 1.1861146096
19762293 0.2097198107 1.1861453672
19762414 0.2121531357 1.1861707433
19762483 0.2203088765 1.1861853819
19762839 0.3541178940 1.1862638118
19763814 10.2091927380 1.1866090768
19763826 17.6244776569 1.1867315871
19763919 17.5926669324 1.1883706635
19764066 0.4161161250 1.1909567856
19764112 0.3380996898 1.1909759269
19764236 0.3328266306 1.1910178513
19764340 0.3321253678 1.1910524652
19764442 0.3331231535 1.1910863420
19764639 0.3343310786 1.1911519673
19764690 0.3375167425 1.1911690182
19764808 0.3467080095 1.1912088451
19764927 0.3710635876 1.1912501034
19765312 0.3739446495 1.1913929629
19765341 0.5204412637 1.1914038073
19765718 0.5772844574 1.1916000136
19767440 0.5177689982 1.1925940975
19767908 0.2576658333 1.1928364133
19768079 0.1578257453 1.1928804742
19768138 0.0888741220 1.1928897859
19768344 0.0590120635 1.1929080940
19776940 0.1283100236 1.1934153617
19778148 0.7201874208 1.1935703602
19778331 0.4881375171 1.1937021545
19778855 0.5233813374 1.1939579386
19778958 0.5831876781 1.1940118468
19779277 39.1022671356 1.1941978837
19779409 62.4017471443 1.1993593830
19779528 62.4017471443 1.2067851909
19779923 62.4017471443 1.2314338810
19781651 61.6603492456 1.3392641001
19781692 58.6307146883 1.3417921744
19782162 0.4704090178 1.3693486103
19782961 0.3956701744 1.3697244671
19783630 0.3906295495 1.3699891704
19783878 0.3831879080 1.3700860466
19784014 0.3814454867 1.3701381601
19784135 0.3786098398 1.3701843150
19784815 0.3756968734 1.3704417697
19785865 0.3474421152 1.3708362514
19786681 0.3281175694 1.3711197642
19787022 0.3146365942 1.3712316523
19788818 0.3151013257 1.3717967396
19789200 0.3155742456 1.3719171083
19789740 0.3170706079 1.3720875184
19791988 0.3158114684 1.3728002931
19793286 0.3155994202 1.3732102164
19793424 0.3155372070 1.3732537691
19793535 0.3191398302 1.3732887938
19793978 1.7786195430 1.3734301727
19794158 18.5925414356 1.3737503242
19797903 13.0479922549 1.4433793919
19797965 3.4575838583 1.4441883674
19798194 3.4575838583 1.4449801541
19800876 3.5471307711 1.4542533940
19800970 3.6779821111 1.4545868243
19801695 3.8686600373 1.4572533614
19801705 4.0729730319 1.4572920480
19801787 4.2804459437 1.4576260318
19802015 4.5134853648 1.4586019734
19802258 4.5135109541 1.4596987504
19802386 4.5135109541 1.4602764798
19810711 4.5290520446 1.4978514585
19813109 4.3091785272 1.5087121253
19814932 4.1992046142 1.5165677577
19816632 4.6135085809 1.5237064056
19817035 0.7696726668 1.5255656495
19824552 0.7923829231 1.5313512790
19825127 0.8369062897 1.5318068991
19825221 0.8839958198 1.5318855683
19825764 0.9000587689 1.5323655781
19826117 0.9061218429 1.5326832988
