position COMBINED_rate(cM/Mb) Genetic_Map(cM)
626513 1.4078380969 2.0178710977
633010 1.1512255402 2.0270178218
634221 1.1419639909 2.0284119560
636481 1.5777887291 2.0309927946
638142 1.6321268696 2.0336135017
638835 3.9578648494 2.0347445656
641369 3.9600149102 2.0447737951
641548 3.9341515905 2.0454826378
642025 3.8750246633 2.0473592281
642909 3.9532518024 2.0507847499
648514 5.6256191751 2.0729427263
650532 4.2444110557 2.0842952258
655538 4.1726906338 2.1055427475
656302 3.8016671958 2.1087306831
661050 3.6867221090 2.1267809990
666780 3.6832823766 2.1479059167
668664 3.6270293591 2.1548452207
674205 3.6466695252 2.1749425903
676939 3.7759832489 2.1849125848
677098 4.0516213045 2.1855129662
677200 4.5455950558 2.1859262315
677482 6.0342876285 2.1872080893
679236 5.8513287107 2.1977922298
681030 1.1928757464 2.2082895136
681235 0.8876164391 2.2085340531
681297 0.7102898704 2.2085890853
682055 0.7240707745 2.2091274850
682144 0.7446085653 2.2091919273
682384 0.9622583614 2.2093706334
683880 2.1666776730 2.2108101719
685851 2.2914430381 2.2150806936
688123 2.3262841466 2.2202868522
692758 2.3262841466 2.2310691792
694589 2.3269228240 2.2353286055
695501 2.3387950907 2.2374507591
696344 2.3389081943 2.2394223633
697206 2.3374399831 2.2414385022
698150 2.3368612119 2.2436450455
701173 2.7946448143 2.2507093770
701184 3.2291768606 2.2507401181
701583 4.4964238362 2.2520285596
702553 4.6057439145 2.2563900908
703878 5.0047057378 2.2624927014
704715 5.0897178934 2.2666816401
704950 5.4086228869 2.2678777239
704962 5.7354713299 2.2679426273
704990 6.1344232247 2.2681032205
705018 6.4534582600 2.2682749844
707179 10.6877284757 2.2822209077
707709 10.6890868248 2.2878854038
707985 15.0878201983 2.2908355917
708412 15.1211869354 2.2972780910
708606 15.1234610287 2.3002116012
711809 15.1234610287 2.3486520469
714508 15.1234610287 2.3894702682
714952 15.0869677434 2.3961850849
715046 15.0869677434 2.3976032599
715389 15.0303009859 2.4027780898
716374 14.9406696103 2.4175829363
716568 14.8552414423 2.4204814262
717103 14.7208465863 2.4284289804
717369 14.7183402152 2.4323447256
724437 14.5611140835 2.5363739542
727648 14.4066169495 2.5831296915
733854 7.3252157262 2.6725371563
735824 7.3805143653 2.6869678313
740890 7.3669692163 2.7243575171
743621 7.3569471633 2.7444767100
748079 0.6177921964 2.7772739804
750342 0.4118156007 2.7786720442
750770 0.3601038525 2.7788483013
752381 0.3544185942 2.7794284286
753209 0.3526083068 2.7797218872
753244 0.3509047739 2.7797342285
754086 0.3503388213 2.7800296903
754697 0.3505058466 2.7802437473
754945 0.3503020748 2.7803306727
755013 0.3511672936 2.7803544933
755079 0.3505471032 2.7803776703
755327 0.3510343718 2.7804646060
757673 0.3786281094 2.7812881326
757977 0.5747511182 2.7814032356
758442 0.8631395841 2.7816704949
763801 1.0856223604 2.7862960599
765907 1.1231844079 2.7885823806
768708 1.2601015543 2.7917284201
770997 1.2702307648 2.7946127926
771095 1.2793972797 2.7947372752
774550 1.2803373078 2.7991575928
775168 1.2827002805 2.7999488412
778655 1.4198030993 2.8044216171
780568 5.8082781361 2.8071377004
781621 6.9331207845 2.8132538173
781854 18.2476107144 2.8148692345
787766 6.9726235030 2.9227491090
791776 7.2086581379 2.9507093293
791984 7.4201955450 2.9522087301
795020 9.8873415547 2.9747364438
797041 9.9291854149 2.9947187611
797716 9.9291854149 3.0014209613
801023 9.9467147284 3.0342567774
801199 9.9582496526 3.0360073992
803104 9.9672786526 3.0549778648
810214 7.3111928342 3.1258452160
812593 7.1363834536 3.1432385438
813912 5.4628570423 3.1526514336
814038 1.9347753340 3.1533397535
815120 1.9352266001 3.1554331805
816374 1.6580773329 3.1578599546
816406 1.4523342725 3.1579130131
816818 1.4359774821 3.1585113748
816835 1.4130934130 3.1585357864
817018 1.4086226652 3.1587943825
818735 1.5433864688 3.1612129876
819115 1.5739190461 3.1617994745
820037 1.0222784893 3.1632506279
820061 0.9842101826 3.1632751625
820496 0.3220089921 3.1637032940
822135 0.3019856670 3.1642310667
822447 0.2961258033 3.1643252862
827604 0.3117143639 3.1658524070
828437 0.3293322641 3.1661120651
831602 0.3734754705 3.1671544017
832161 0.4436536189 3.1673631745
832413 0.5211999641 3.1674749752
835782 0.5467793904 3.1692308979
836818 0.5452701261 3.1697973613
838128 0.5454362771 3.1705116652
840821 0.5472130774 3.1719805251
840898 0.5501646631 3.1720226605
841844 3.1382039906 3.1725431162
847499 8.8421710654 3.1902896598
848571 8.8579398510 3.1997684672
850978 8.7071833911 3.2210895284
853247 7.8841954780 3.2408461275
854120 6.8253662299 3.2477290302
855139 6.8300477910 3.2546840784
857633 5.2100499934 3.2717182176
858673 4.2645801538 3.2771366696
861742 3.8706038546 3.2902246660
874744 3.9823999126 3.3405502574
878971 6.0599275649 3.3573838618
879073 7.2156066096 3.3580019744
880257 7.3049949963 3.3665452526
882523 7.3134833240 3.3830983713
889708 5.3534565871 3.4356457490
890673 5.0510248391 3.4408118346
890697 4.7065610785 3.4409330592
892603 2.7289016870 3.4499037646
893660 0.9838969442 3.4527882137
896013 1.0886603809 3.4551033232
896089 1.2180482990 3.4551860614
896710 1.5771354351 3.4559424694
897163 1.5710424855 3.4566569117
899532 2.3261141195 3.4603787114
899629 2.9358931376 3.4606043444
900122 3.9645243780 3.4620517398
901380 4.4590155098 3.4670391114
901560 4.5378500149 3.4678417342
901694 4.5376238816 3.4684498061
903866 4.5757997610 3.4783055252
905678 4.9991153736 3.4865968744
905701 5.3355760165 3.4867118540
906110 5.3355760165 3.4888941046
906552 5.3268975074 3.4912524292
906577 5.3200694433 3.4913856016
908385 4.0198558448 3.5010042872
908447 2.3399060339 3.5012535183
909495 2.0134884493 3.5037057398
911187 2.0016617468 3.5071125622
911266 1.9972249526 3.5072706935
911277 1.9945949650 3.5072926630
911445 1.9834818586 3.5076277549
911701 1.9641896624 3.5081355263
912054 0.8390976912 3.5088288852
913108 0.4996764605 3.5097132942
913161 0.2160392577 3.5097397771
915434 0.2156902815 3.5102308343
917693 0.2193729747 3.5107180786
922933 7.8025669403 3.5118675930
927024 7.8345268722 3.5437878944
935533 3.1258715970 3.6104518835
935554 1.1252470817 3.6105175268
935578 0.4792500280 3.6105445328
936997 0.4790380416 3.6112245886
938051 1.6933976552 3.6117294947
938571 1.2789654210 3.6126100614
939136 1.1197188756 3.6133326769
939165 0.9626556791 3.6133651488
939175 0.8313951118 3.6133747753
939261 0.7672486599 3.6134462753
939336 0.7299452080 3.6135038189
940730 0.7303704970 3.6145213626
941281 0.7340977338 3.6149237967
943903 0.7491570704 3.6168486010
949126 11.1769616126 3.6207614483
953847 4.6593701329 3.6735278841
954172 4.2646254053 3.6750421794
955823 4.0740171713 3.6820830759
956230 0.4235404973 3.6837412009
957768 3.6330187565 3.6843926062
958353 3.6288570025 3.6865179222
959504 3.6286761741 3.6906947366
959683 3.6239097735 3.6913442696
959879 0.3326537488 3.6920545560
963611 0.3292908587 3.6932960197
965398 0.3344740155 3.6938844625
965712 0.3417821724 3.6939894874
969318 0.4611999432 3.6952219539
970105 0.7831042166 3.6955849182
971083 1.0935387026 3.6963507941
977477 2.1798376824 3.7033428806
982212 1.4213692857 3.7136644120
987552 1.3280120974 3.7212545240
989222 1.8537995992 3.7234723042
989445 16.9186293111 3.7238857015
989925 16.9123042208 3.7320066436
990410 16.9064688874 3.7402091111
990471 16.9018744036 3.7412404058
991046 16.8978337547 3.7509589835
991773 0.5498606984 3.7632437087
992164 0.4633780453 3.7634587042
992352 0.4626782152 3.7635458193
993809 0.4584770235 3.7642199414
994748 0.4591609105 3.7646504514
995712 0.4674183486 3.7650930825
996173 0.4845001839 3.7653085623
997520 0.5536909937 3.7659611841
998161 0.7106893886 3.7663161000
1002214 0.7093465816 3.7691965241
1003005 0.7081453312 3.7697576173
1004299 0.7104321476 3.7706739573
1004524 0.7106902994 3.7708338045
1004677 0.7111910924 3.7709425402
1005060 0.7074871034 3.7712149263
1007065 0.7072672239 3.7726334380
1007492 0.7071357562 3.7729354411
1007563 0.7070305213 3.7729856477
1007837 0.7070332165 3.7731793741
1008137 0.7077578407 3.7733914841
1008863 0.7106291656 3.7739053163
1009176 0.7141855079 3.7741277432
1010004 0.7252875023 3.7747190888
1016563 0.8093099936 3.7794762495
1016945 0.9130820781 3.7797854059
1021991 1.1907432650 3.7843928181
1024073 1.1902131957 3.7868719456
1024409 1.1927096080 3.7872718572
1025000 1.2140840555 3.7879767486
1026979 1.2764531003 3.7903794209
1027063 1.3385021466 3.7904866430
1031189 1.4621729736 3.7960093028
1031311 1.5723281852 3.7961876880
1032120 1.6807607878 3.7974597015
1032617 1.7823074599 3.7982950396
1033342 1.9286739095 3.7995872125
1034491 2.1606023024 3.8018032588
1036966 2.1660462323 3.8071507495
1037043 2.1653748757 3.8073175351
1037080 2.1658645315 3.8073976539
1039285 2.1610625507 3.8121733852
1041803 25.7466808093 3.8176149407
1044453 25.7466808093 3.8858436449
1046061 25.4402182769 3.9272443076
1046122 25.2591655992 3.9287961609
1046151 2.1761342996 3.9295286767
1046336 2.1734441604 3.9299312616
1046514 2.0279646898 3.9303181346
1046581 1.9001435321 3.9304540083
1046716 1.8744057989 3.9307105276
1046738 1.8629784845 3.9307517646
1046753 1.8470999489 3.9307797092
1047529 1.9324747208 3.9322130588
1049066 2.0857521586 3.9351832724
1049809 2.2075279826 3.9367329863
1049917 2.3676829919 3.9369713993
1050701 2.9331652890 3.9388276628
1051792 10.2196675458 3.9420277461
1052992 2.1041916180 3.9542913472
1053211 1.9898239789 3.9547521651
1053728 2.0735561399 3.9557809041
1054465 2.5881977718 3.9573091150
1057615 2.5338230580 3.9654619380
1058035 2.0618508798 3.9665261437
1058160 0.4102503124 3.9667838750
1061829 0.4081228707 3.9682890834
1065119 0.2604812047 3.9696318077
1067117 0.2297156420 3.9701522491
1070019 0.2261605541 3.9708188839
1070963 0.2252728812 3.9710323795
1072780 0.2251209626 3.9714417003
1072831 0.2251441842 3.9714531815
1073147 0.2258129397 3.9715243270
1074378 1.1230796965 3.9718023028
1074525 1.4251859373 3.9719673955
1074540 1.6810300365 3.9719887733
1074662 1.6900920532 3.9721938589
1075031 2.9459766530 3.9728175029
1075053 5.6112579252 3.9728823144
1075630 8.3822814372 3.9761200102
1075835 9.3656576866 3.9778383779
1075871 8.5385968726 3.9781755416
1077802 1.1445743164 3.9946635721
1078615 1.1026747196 3.9955941111
1078720 1.0648655110 3.9957098919
1078876 1.0077013521 3.9958760109
1079191 1.0068034045 3.9961934369
1081986 1.1271957971 3.9990074524
1082981 1.9717887774 4.0001290122
1083637 1.9860254911 4.0014225056
1087223 1.9915231639 4.0085443930
1087944 1.9934786634 4.0099802812
1097100 1.9907656175 4.0282325719
1097438 1.9903156993 4.0289054507
1103656 1.9627110466 4.0412812337
1114934 1.9644574348 4.0634166889
1116172 1.9711509612 4.0658486872
1121445 1.9905983072 4.0762425662
1126396 1.9907848656 4.0860980184
1132717 1.9945569159 4.0986817695
1134851 1.9958158309 4.1029381540
1136546 1.9961305890 4.1063210618
1136924 1.9961773810 4.1070755992
1140482 8.4413552609 4.1141779983
1140540 8.4411000196 4.1146675969
1150815 2.3653939140 4.2013998996
1151713 1.5426176742 4.2035240234
1158238 1.1833333795 4.2135896037
1160714 0.3570818006 4.2165195371
1162542 0.2611369231 4.2171722827
1165657 0.2564899878 4.2179857242
1169523 0.2606277838 4.2189773145
1172545 0.2891463808 4.2197649316
1175259 0.2891351917 4.2205496749
1175470 0.2895226393 4.2206106824
1175627 0.3421188798 4.2206561375
1183723 0.5075459854 4.2234259319
1184597 0.5615859483 4.2238695271
1184681 0.6208380520 4.2239167004
1189899 3.7545706193 4.2271562333
1195900 11.9297542286 4.2496874116
1196700 12.3413640480 4.2592312150
1197549 12.3711008083 4.2697090331
1201109 12.3490669060 4.3137501519
1202781 12.3513959009 4.3343977918
1213248 12.3031742434 4.4636798527
1213978 6.0932399334 4.4726611699
1214299 0.9254756654 4.4746170999
1217334 0.8955337250 4.4774259186
1222274 0.8974656892 4.4818498552
1222529 0.8941208378 4.4820787089
1225539 0.9107082863 4.4847700126
1228275 1.8987559073 4.4872617105
1234615 4.6861389108 4.4992998229
1234757 5.6540310366 4.4999652547
1240552 8.2819391908 4.5327303645
1242620 8.4891815940 4.5498574148
1242667 8.6828321449 4.5502564063
1244823 8.7252937822 4.5689765924
1245199 9.4502819730 4.5722573029
1248502 10.9655058614 4.6034715842
1253265 11.0577575794 4.6557002887
1253460 11.1086771054 4.6578565514
1253839 11.1317834418 4.6620667400
1255349 11.1506196072 4.6788757330
1259057 11.1522107429 4.7202222305
1260369 11.1520613621 4.7348539310
1260427 11.1520613621 4.7355007506
1260647 11.1520613621 4.7379542041
1260865 11.1520211094 4.7403853534
1261136 11.1459837052 4.7434075512
1261497 10.8975870844 4.7474312513
1261537 10.2969237499 4.7478671548
1261821 8.2320695948 4.7507914811
1261872 5.3844016591 4.7512113167
1262120 4.0086303558 4.7525466483
1262537 3.3500618595 4.7542182471
1262964 3.0274729211 4.7556487235
1263728 2.9814342784 4.7579617128
1264069 2.3983837615 4.7589783819
1264763 2.4012505042 4.7606428603
1267638 2.3775325955 4.7675464555
1269707 2.3746403337 4.7724655704
1273312 2.3329884070 4.7810261488
1276150 2.5294541411 4.7876471699
1279373 5.0934548272 4.7957996006
1280440 5.5168522028 4.8012343169
1285728 6.1712948342 4.8304074314
1287506 6.6489749317 4.8413799936
1290058 15.8594046232 4.8583481776
1291060 20.8150124458 4.8742393010
1292509 21.0557568201 4.9044002541
1299164 9.4427269709 5.0445263157
1299184 0.3995178215 5.0447151702
1301581 0.3998474749 5.0456728145
1302916 0.4132037634 5.0462066108
1308082 0.5133799259 5.0483412215
1308496 0.6654611130 5.0485537608
1308830 1.6674004972 5.0487760248
1309726 1.7204190629 5.0502700156
1310281 0.6419085109 5.0512248482
1311082 0.5534350301 5.0517390169
1311575 0.5462918028 5.0520118604
1312793 0.7809098981 5.0526772438
1313613 0.6167193605 5.0533175899
1315187 0.6167616532 5.0542883062
1315306 0.3502382170 5.0543617008
1316524 0.3503804202 5.0547882910
1316608 0.3278123649 5.0548177229
1316620 0.3069074724 5.0548216567
1317545 0.3067834891 5.0551055461
1317979 0.3067767007 5.0552386901
1317994 0.3075395196 5.0552432918
1318022 0.3087685118 5.0552519029
1318226 0.3122980130 5.0553148917
1318481 0.3094375807 5.0553945277
1318672 0.3080388900 5.0554536302
1319398 0.3081487274 5.0556772665
1320702 0.3081556854 5.0560790924
1321526 0.3965978430 5.0563330127
1321675 0.5109853800 5.0563921058
1322354 0.6094314656 5.0567390648
1323132 0.5661191884 5.0572132025
1323395 0.5642433318 5.0573620919
1323441 0.5603523370 5.0573880471
1325641 0.5596978109 5.0586208222
1326355 1.6100420781 5.0590204464
1327723 3.0155985901 5.0612229840
1334649 0.4238623971 5.0821090198
1335246 0.4238881461 5.0823620657
1335690 0.4215068132 5.0825502720
1338299 0.4231092166 5.0836499833
1340517 0.4235660225 5.0845884396
1341243 0.4239257417 5.0848959485
1341757 0.4246299655 5.0851138463
1342059 0.4262630789 5.0852420846
1342235 0.4275074317 5.0853171069
1342809 0.4277715840 5.0855624961
1347404 0.5488205162 5.0875281066
1350723 0.5617523268 5.0893496419
1351555 0.5567437175 5.0898170198
1351866 0.5569812707 5.0899901671
1359889 0.4980568236 5.0944588278
1359904 0.4429024985 5.0944662987
1361493 0.4401205621 5.0951700707
1364574 0.4331087654 5.0965260822
1366287 0.4191941558 5.0972679975
1366875 0.3996658303 5.0975144837
1372762 0.3986347811 5.0998673164
1374199 0.3982939612 5.1004401546
1375888 0.3961989868 5.1011128731
1376448 0.3942637316 5.1013347445
1378260 0.3922861666 5.1020491504
1378368 0.3903017514 5.1020915173
1384989 0.7556028118 5.1046757052
1385135 1.2009659389 5.1047860232
1386771 1.2561341151 5.1067508035
1387874 1.3677554866 5.1081363194
1393970 1.3722629358 5.1164741569
1395419 1.3741554106 5.1184625659
1399180 1.3680811046 5.1236307644
1402254 1.7966541435 5.1278362457
1402270 2.1971044576 5.1278649922
1402274 2.6144077499 5.1278737806
1402400 2.5355307688 5.1282031959
1402742 2.7683886030 5.1290703475
1403815 2.3434846992 5.1320408284
1406903 2.3755025162 5.1392775092
1408875 3.0954092768 5.1439620002
1410424 3.2454509109 5.1487567891
1411036 3.3586277939 5.1507430051
1411473 3.4017141438 5.1522107254
1411998 3.4027113257 5.1539966254
1414265 3.4128190749 5.1617105719
1422750 3.4485593410 5.1906683418
1423007 5.7426439021 5.1915546215
1424152 5.7498816965 5.1981299488
1424196 5.7563322784 5.1983829436
1424917 5.7562254806 5.2025332592
1425771 5.7530986681 5.2074490757
1426391 7.4301620182 5.2110159969
1427432 6.6818135727 5.2187507956
1432481 3.9010374085 5.2524872723
1432559 1.4686149699 5.2527915532
1439147 1.4808453743 5.2624667886
1440080 1.3934474012 5.2638484174
1441703 0.7071588072 5.2661099825
1446634 0.7028779952 5.2695969826
1448060 0.6924944791 5.2705992866
1448121 0.6821462165 5.2706415288
1453273 0.6824181849 5.2741559461
1456874 9.8259914688 5.2766133339
1458483 11.0279726344 5.2924233542
1463093 11.0247805163 5.3432623081
1463963 10.9807203324 5.3528538671
1469201 8.0629047595 5.4103708802
1469370 3.7323129863 5.4117335111
1472768 3.6045883080 5.4244159106
1476307 3.9423993180 5.4371725487
1477267 6.9116531398 5.4409572520
1477470 6.9777039043 5.4423603176
1477539 7.0231057441 5.4428417792
1477613 7.0862476927 5.4433614890
1480385 7.2019884991 5.4630045676
1480423 7.3390621054 5.4632782432
1481033 7.3029372520 5.4677550710
1481060 7.2649007452 5.4679522504
1484737 6.0799189515 5.4946652904
1484972 4.9059135906 5.4960940713
1486205 5.7534788371 5.5021430628
1486349 6.7244362888 5.5029715638
1486945 6.9878112909 5.5069793278
1487534 6.9986956181 5.5110951486
1488467 6.9898713179 5.5176249316
1489107 6.9526930400 5.5220984493
1489411 6.7488365917 5.5242120680
1489945 6.6312452995 5.5278159467
1490001 6.4804746967 5.5281872965
1490267 6.3827157840 5.5299111027
