position COMBINED_rate(cM/Mb) Genetic_Map(cM)
13347413 1.3400342497 0.6897963007
13348892 1.3441553806 0.6917782113
13367887 1.3456696273 0.7173104428
13394130 -1 0.7526248508
13404197 -1 0.7526248508
13507324 1.2551712766 0.7526248508
13517135 1.1832026919 0.7649393362
13518880 1.1224476050 0.7670040249
13522001 1.1222254495 0.7705071839
13528911 0.1393858432 0.7782617617
13534904 0.1394343512 0.7790971011
13535074 0.1396603996 0.7791208049
13535572 0.1394460312 0.7791903558
13535864 0.1397909052 0.7792310741
13549576 0.0406859794 0.7811478870
13552459 0.0206876501 0.7812651846
13552826 0.0062470859 0.7812727770
13555295 0.0042348751 0.7812882011
13558777 0.0041237754 0.7813029469
13560787 0.0041039064 0.7813112357
13562271 0.0041039064 0.7813173259
13568424 0.0043363016 0.7813425772
13569721 0.0056466030 0.7813482014
13570028 0.0072501467 0.7813499349
13571669 0.0102834351 0.7813618324
13574779 0.0133880575 0.7813938139
13577422 0.3355179810 0.7814291985
13578640 0.0409404974 0.7818378594
13580701 0.0410368562 0.7819222378
13583863 0.2925135508 0.7820519963
13586822 0.3670083658 0.7829175439
13587844 0.1419978671 0.7832926265
13588035 0.0759816547 0.7833197481
13588955 0.0718387143 0.7833896512
13591802 0.0718057776 0.7835941760
13591995 0.0717193228 0.7836080345
13592060 0.0715248722 0.7836126963
13593044 0.0714969717 0.7836830767
13595721 0.0714482156 0.7838744741
13599172 0.0711558973 0.7841210419
13599225 0.0707306726 0.7841248132
13603148 0.0697967230 0.7844022896
13607467 0.0779244297 0.7847037417
13608034 0.0777570235 0.7847479248
13608528 0.0775237434 0.7847863368
13609442 0.1793209794 0.7848571935
13610696 0.2667280319 0.7850820620
13613238 0.2650440356 0.7857600847
13614183 0.2692888164 0.7860105513
13615104 0.3995207573 0.7862585663
13615252 0.5511494323 0.7863176953
13634035 0.5557826947 0.7966699351
13636758 0.5191663094 0.7981833314
13637097 0.4818273277 0.7983593288
13639402 0.3620114706 0.7994699408
13644827 0.3968425042 0.8014338530
13647254 0.2352191621 0.8023969898
13656957 0.1674879154 0.8046793213
13657361 0.1512602739 0.8047469864
13658329 0.1055456482 0.8048934064
13661335 0.1054175434 0.8052106766
13664713 0.1048985720 0.8055667770
13665188 0.1046665348 0.8056166039
13666779 0.1044582185 0.8057831283
13671270 0.1043652752 0.8062522502
13671738 0.1043864934 0.8063010931
13677116 0.1043953888 0.8068624837
13678232 0.1118058478 0.8069789889
13678547 0.1118058478 0.8070142078
13678844 0.1072417846 0.8070474141
13678914 0.1045493316 0.8070549210
13680775 0.1045337580 0.8072494873
13682074 0.1047334346 0.8073852767
13688296 0.1158650809 0.8080369281
13689072 0.1270431199 0.8081268394
13690214 0.1362437308 0.8082719227
13690917 0.1376811870 0.8083677020
13691333 0.1408079029 0.8084249774
13693048 0.1449962996 0.8086664629
13693682 0.1593847300 0.8087583906
13695103 0.1507900771 0.8089848763
13695387 0.1424157624 0.8090277007
13697600 0.1418057136 0.8093428668
13701250 0.1418008486 0.8098604576
13702207 0.1417724437 0.8099961610
13703803 0.1419682066 0.8102224299
13705469 0.1422496691 0.8104589489
13706156 0.1425441785 0.8105566744
13707489 0.1425249345 0.8107466858
13707670 0.1431031340 0.8107724828
13708283 0.1433889208 0.8108602050
13712292 0.1434083690 0.8114350512
13712604 0.1433577597 0.8114797946
13715376 0.1433268417 0.8118771823
13717346 0.1433337954 0.8121595362
13717994 0.1434090972 0.8122524165
13718506 0.1436153305 0.8123258420
13719888 0.1437423374 0.8125243184
13720108 0.1438670967 0.8125559417
13722724 0.1449083535 0.8129322980
13723013 0.1459977420 0.8129741765
13724621 0.1492866157 0.8132089409
13724999 0.1471292539 0.8132653712
13729007 0.1494674672 0.8138550653
13730764 0.1441837257 0.8141176796
13731913 0.1410824808 0.8142833467
13734426 0.1844064575 0.8146378870
13734861 0.2035769283 0.8147181038
13735244 0.1568262644 0.8147960738
13735520 0.1142071105 0.8148393578
13737775 0.1126837081 0.8150968948
13739657 0.1074657934 0.8153089656
13741579 0.1039041399 0.8155155148
13742279 0.1032057347 0.8155882477
13742873 0.1002835300 0.8156495519
13746374 0.0957700564 0.8160006446
13746483 0.0913690997 0.8160110835
13747460 0.0911714596 0.8161003511
13749569 0.0911967257 0.8162926317
13751908 1.5006103897 0.8165059409
13753231 1.5236271135 0.8184912484
13753478 3.1245996952 0.8188675843
13757143 7.3686202378 0.8303192422
13758260 5.7954445987 0.8385499910
13759169 1.5493472474 0.8438180501
13766595 1.1797588296 0.8553235028
13769165 1.1539093755 0.8583554830
13769472 0.7023131069 0.8587097332
13771381 0.7022650127 0.8600504489
13771499 0.3016966731 0.8601333162
13776890 0.3015112418 0.8617597629
13783043 0.3010534712 0.8636149616
13791493 0.3044331410 0.8661588634
13792542 0.3114411445 0.8664782138
13798148 0.3561101572 0.8682241529
13801874 0.5379465470 0.8695510193
13808543 0.7097618680 0.8731385848
13808685 0.7937416353 0.8732393710
13813770 0.3772904272 0.8772755472
13821441 0.3774646727 0.8801697421
13821459 0.3748150617 0.8801765365
13823791 0.3937298361 0.8810506052
13823972 0.3721639446 0.8811218703
13824570 0.3675914577 0.8813444243
13829460 0.3701617335 0.8831419465
13833572 0.3907694208 0.8846640516
13836506 0.8358109080 0.8858105691
13836677 0.9384211235 0.8859534927
13837926 0.1454354381 0.8871255807
13842008 0.1453861314 0.8877192482
13846806 0.1389497607 0.8884168108
13850226 0.1376143644 0.8888920190
13853913 0.1373220847 0.8893994032
13856805 0.1373261668 0.8897965387
13862877 0.1375324268 0.8906303831
13863016 0.1377377571 0.8906495001
13864230 0.1380972930 0.8908167138
13865210 0.1385155781 0.8909520491
13866986 0.1395878790 0.8911980528
13869041 0.1413522428 0.8914849059
13874197 0.1435215181 0.8922137181
13879844 0.3201580372 0.8930241841
13879970 0.5168603997 0.8930645240
13882467 0.1791677381 0.8943551244
13883792 0.1792009855 0.8945925216
13891798 0.1449670180 0.8960272047
13894880 0.1447032755 0.8964739931
13895736 0.1455458181 0.8965978591
13895773 0.1467038326 0.8966032443
13898357 0.1468255173 0.8969823270
13898879 0.1435034415 0.8970589699
13899316 0.1076108110 0.8971216809
13907303 0.0939760451 0.8979811685
13920386 0.0938395445 0.8992106571
13927022 0.0938416902 0.8998333763
13933576 0.0938799252 0.9004484147
13943132 0.0939148111 0.9013455313
13951101 0.0941615280 0.9020939384
13955700 0.0947311179 0.9025269873
13958176 0.0969548599 0.9027615415
13958290 0.0990648530 0.9027725944
13962089 0.1036451698 0.9031489418
13968790 0.2267331410 0.9038434680
13969506 0.3248923680 0.9040058090
13974683 5.3207627685 0.9056877768
13975655 5.3510823184 0.9108595582
13975790 5.3682311330 0.9115819543
13975847 5.3776640887 0.9118879435
13977355 0.5979104748 0.9199974609
13983175 0.5805432790 0.9234772999
13984840 0.5661377412 0.9244439044
13986833 0.5588433961 0.9255722169
13997520 0.5586463028 0.9315445763
13999124 0.5587484677 0.9324406450
14004488 0.8552516402 0.9354377718
14004787 0.8530484261 0.9356934920
14009151 6.7570793814 0.9394161953
14010000 9.0527713845 0.9451529557
14027356 0.9190027192 1.1022728559
14031829 0.9326646658 1.1063835550
14032696 0.8533462182 1.1071921753
14035258 0.8454187988 1.1093784483
14038583 0.8328967079 1.1121894658
14041746 0.8318062976 1.1148239181
14047764 0.8420999896 1.1198297284
14051249 0.8486761315 1.1227644469
14053289 0.8488238158 1.1244957462
14056240 0.8496495823 1.1270006253
14057714 0.8519463854 1.1282530087
14057797 0.8520107150 1.1283237203
14059449 0.8557086927 1.1297312420
14060361 0.8645591488 1.1305116483
14061128 0.9092089169 1.1311747652
14062992 0.9112192468 1.1328695306
14063823 0.9532602357 1.1336267538
14065491 1.0922594387 1.1352167919
14067181 1.2782707266 1.1370627103
14067874 1.1729052141 1.1379485519
14070001 1.5078426861 1.1404433213
14070504 1.4688326111 1.1412017662
14073517 1.3193428992 1.1456273589
14074269 1.3089784201 1.1466195047
14074393 1.3072485078 1.1467818181
14074768 1.3083146253 1.1472720362
14074794 1.3137544703 1.1473060524
14074912 1.3165599111 1.1474610754
14075395 1.3269612059 1.1480969739
14075863 1.5673891247 1.1487179917
14076029 3.1818201652 1.1489781783
14076062 3.1810801991 1.1490831784
14087640 2.0524437050 1.1859137249
14088162 0.7783711577 1.1869851006
14088675 0.5578649344 1.1873844050
14089761 0.5562331504 1.1879902463
14091438 0.5609671970 1.1889230493
14091826 0.5641457205 1.1891407045
14091856 0.5671194527 1.1891576289
14092050 0.5658512578 1.1892676501
14092506 0.5665203673 1.1895256783
14092704 0.5668625574 1.1896378493
14093517 0.5670268641 1.1900987085
14095717 0.5700556465 1.1913461677
14096282 0.5717663003 1.1916682491
14097291 0.5718193816 1.1922451613
14098759 0.5721123371 1.1930845921
14101347 0.5719296899 1.1945652189
14102710 0.5711084917 1.1953447590
14103113 6.4228297600 1.1955749158
14103189 8.4259719159 1.1960630508
14106612 16.7144316850 1.2249051527
14108041 13.4051363436 1.2487900756
14108148 8.6830013887 1.2502244252
14110273 0.2408088308 1.2686758031
14118518 0.2412873636 1.2706612719
14121117 0.4341647235 1.2712883778
14121401 1.1670744998 1.2714116806
14121475 2.7215670744 1.2714980441
14121682 6.9882475504 1.2720614085
14121754 9.0970626976 1.2725645623
14122951 9.0483997484 1.2834537463
14123103 3.9021456086 1.2848291031
14125141 2.8514992970 1.2927816758
14125672 0.8565288063 1.2942958220
14126158 0.8020896563 1.2947120950
14126420 0.7890725154 1.2949222425
14127888 0.7945375832 1.2960806009
14128555 0.8098185310 1.2966105575
14129676 0.8845700244 1.2975183640
14129731 0.9687950304 1.2975670154
14129924 1.0470242627 1.2977539928
14130652 1.0506974413 1.2985162265
14131220 1.0748227957 1.2991130226
14134143 1.1320275184 1.3022547297
14136067 1.2811002504 1.3044327506
14136185 1.4226874697 1.3045839205
14136579 1.5624848644 1.3051444593
14137685 1.6160845232 1.3068725676
14137981 1.6648645254 1.3073509286
14140607 1.6648645254 1.3117228628
14140777 1.8472452375 1.3120058898
14150224 1.8473356025 1.3294568156
14159992 1.8472958194 1.3475015897
14163223 1.8473055629 1.3534702025
14163233 1.8472288014 1.3534886756
14166765 1.8472451733 1.3600130877
14180016 1.5104450187 1.3844909335
14182184 1.4414528661 1.3877655783
14187595 1.4391430865 1.3955652798
14188811 1.4404253104 1.3973152778
14191300 1.4693416857 1.4009004964
14191954 1.5359436714 1.4018614458
14193356 1.6896264848 1.4040148388
14194329 1.6893939528 1.4056588454
14196092 1.6894532643 1.4086372469
14196362 2.2511746708 1.4090933993
14197852 2.5267880513 1.4124476496
14200678 3.1742369757 1.4195883526
14201141 3.2049004414 1.4210580243
14210512 2.5123606976 1.4510911464
14211144 2.3091986326 1.4526789583
14211229 2.0012046747 1.4528752402
14211896 0.6356047630 1.4542100437
14214699 0.5009653095 1.4559916439
14216337 0.4968526943 1.4568122251
14224204 0.4588361910 1.4607209652
14231277 0.4586152841 1.4639663136
14231588 0.4582777573 1.4641089429
14235846 0.4590124093 1.4660602896
14238732 0.4603048231 1.4673849995
14241680 0.4613750303 1.4687419781
14244707 1.0138285495 1.4701385603
14250204 1.1501876231 1.4757115758
14252347 1.1508091994 1.4781764279
14253296 1.2261306330 1.4792685458
14253349 1.3013686401 1.4793335308
14253896 1.3015182344 1.4800453794
14253904 1.3020648576 1.4800557915
14254899 1.3030927165 1.4813513461
14255451 1.3030961975 1.4820706533
14255571 1.3031945074 1.4822270248
14258132 1.3030085811 1.4855645059
14258290 1.2981990977 1.4857703813
14258324 1.2936710493 1.4858145201
14258658 1.2915401397 1.4862466062
14261969 1.3028809179 1.4905228956
14262754 2.6619696229 1.4915456571
14263102 5.0338312642 1.4924720225
14263398 5.8528625122 1.4939620366
14268864 5.8578465925 1.5259537831
14274752 1.0164135023 1.5604447838
14280775 0.2040961341 1.5665666423
14290220 0.2042193945 1.5684943303
14292734 0.2073761765 1.5690077379
14294878 0.2093198006 1.5694523524
14294949 0.2113254921 1.5694672141
14295912 0.2816027769 1.5696707206
14297378 0.7654969935 1.5700835502
14300652 0.9864065839 1.5725897874
14302389 1.1330779961 1.5743031756
14302648 1.3633812753 1.5745966428
14303338 2.4455675606 1.5755373759
14303744 2.4225893697 1.5765302763
14303778 2.4075380940 1.5766126444
14305290 2.4115398687 1.5802528420
14306406 2.4226899546 1.5829441205
14307894 2.4660071966 1.5865490831
14308353 2.4786636891 1.5876809804
14311592 2.0232738501 1.5957093721
14312716 0.6081694413 1.5979835319
14315836 0.2354332543 1.5998810206
14317058 0.2200784289 1.6001687200
14322489 0.2015878830 1.6013639660
14324749 0.1992830075 1.6018195546
14328540 0.1993541167 1.6025750365
14329905 0.1993880487 1.6028471548
14331271 0.1996343989 1.6031195189
14332251 0.2002233857 1.6033151606
14332930 0.2026445191 1.6034511123
14333367 0.2073986518 1.6035396680
14334270 0.2268568605 1.6037269489
14334702 0.2269268748 1.6038249511
14334762 0.2229793541 1.6038385667
14338198 0.1354513099 1.6046047238
14339666 0.0974626823 1.6048035663
14342603 0.0755634444 1.6050898142
14345499 0.0516781334 1.6053086459
14346239 0.0410861706 1.6053468877
14346735 0.0408432510 1.6053672665
14358346 0.0938750067 1.6058414975
14358612 0.1494702089 1.6058664682
14364218 0.3141328610 1.6067043982
14365806 0.4084401888 1.6072032412
14367339 0.4058172806 1.6078293800
14368322 0.4028776382 1.6082282984
14369083 0.3986903480 1.6085348883
14369853 0.3985223710 1.6088418798
14370431 2.7216213383 1.6090722258
14370470 20.9591259320 1.6091783690
14370611 22.5777235927 1.6121336058
14370875 22.5777235927 1.6180941248
14371154 22.5777235927 1.6243933097
14374222 22.5777235927 1.6936617657
14374516 21.3570696154 1.7002996164
14374846 20.7935849107 1.7073474494
14376474 0.1390890482 1.7411994056
14378499 0.1390944194 1.7414810609
14380550 0.1387923286 1.7417663436
14381156 0.1386360607 1.7418504517
14381307 0.1384207654 1.7418713858
14384375 0.1384565251 1.7422960607
14385827 0.1385170575 1.7424970996
14391399 0.4452225873 1.7432689166
14393919 0.8592830992 1.7443908775
14394354 1.0348475209 1.7447646657
14394811 1.0163753550 1.7452375910
14394834 0.9905804175 1.7452609676
14395817 0.7799796094 1.7462347082
14396024 0.6048782387 1.7463961640
14396046 0.4417704569 1.7464094713
14396558 0.4187322149 1.7466356577
14396862 0.4035634570 1.7467629523
14397020 0.3965932540 1.7468267154
14397215 0.3970455934 1.7469040511
14397386 0.3968518032 1.7469719458
14398761 0.4547369751 1.7475176171
14401408 0.1988749575 1.7487213059
14403236 0.1908196700 1.7490848493
14404476 0.1903938931 1.7493214657
14404589 0.1900007232 1.7493429802
14405882 0.1899864376 1.7495886511
14409852 1.6898681759 1.7503428973
14411637 1.1329499826 1.7533593120
14411714 0.7354778171 1.7534465491
14412898 0.2504565004 1.7543173548
14413121 0.1460729360 1.7543732066
14413165 0.0963645599 1.7543796339
14413431 0.0953876991 1.7544052668
14413644 0.1008418161 1.7544255844
14413689 0.1116111383 1.7544301223
14413742 0.1233309858 1.7544360377
14414054 0.1380702814 1.7544745169
14415232 0.1095822627 1.7546371637
14415421 0.0934422540 1.7546578748
14416325 0.0921029572 1.7547423466
14416492 0.0916658354 1.7547577278
14416523 0.0921139720 1.7547605694
14416652 0.0921139720 1.7547724521
14416826 0.0903835558 1.7547884800
14416871 0.0903835558 1.7547925472
14419268 0.0920648759 1.7550091966
14419777 0.6177513150 1.7550560576
14421481 0.5967706836 1.7561087059
14421550 0.5801749360 1.7561498830
14421667 0.1593878725 1.7562177635
14422021 0.1283414442 1.7562741868
14422242 0.1143460390 1.7563025503
14422273 0.1063633506 1.7563060950
14422297 0.0982449651 1.7563086477
14422425 0.0922767542 1.7563212231
14422443 0.0853876356 1.7563228841
14422472 0.0792173503 1.7563253603
14423156 0.0782493552 1.7563795450
14423393 0.0774435008 1.7563980901
14424563 0.0774035925 1.7564886990
14425877 0.0774035925 1.7565904073
14428917 0.0774035925 1.7568257142
14429470 0.0774230227 1.7568685184
14429840 0.0775111004 1.7568971649
14432736 0.7440967811 1.7571216370
14432906 0.9468442987 1.7572481335
14434869 0.9210970281 1.7591067889
14435884 0.8863766340 1.7600417023
14437714 0.8663008437 1.7616637716
14438201 0.8481231468 1.7620856601
14438819 0.7493840898 1.7626098002
14439974 0.7087950978 1.7634753388
14440223 0.6301120660 1.7636518288
14442136 0.4430029577 1.7648572332
14443509 0.3399031358 1.7654654762
14445642 0.3287840269 1.7661904896
14447961 1.2367117155 1.7669529398
14449488 2.2105878236 1.7688413986
14453714 1.8220128509 1.7781833427
14454106 1.6727515801 1.7788975718
14456508 0.3562975005 1.7829155211
14458419 0.1197728237 1.7835964056
14459815 0.1198289764 1.7837636084
14467111 0.1206133403 1.7846378807
14467221 0.1211119956 1.7846511481
14467871 0.1215196380 1.7847298709
14470541 0.1217985224 1.7850543284
14470610 0.1218993905 1.7850627324
14470669 0.1222013054 1.7850699245
14470885 0.1223597603 1.7850963200
14471398 0.1228069081 1.7851590906
14472053 0.1236470555 1.7852395291
14472306 0.1249625778 1.7852708118
14474864 0.1327922299 1.7855904661
14474961 0.1412267578 1.7856033469
14474983 0.1489150451 1.7856064539
14475400 0.1589942168 1.7856685515
14475901 0.1732301116 1.7857482076
14476221 0.1778936230 1.7858036412
14480335 0.4120203510 1.7865354956
14480655 0.4201703707 1.7866673421
14481093 0.2157562295 1.7868513767
14481325 0.2188497899 1.7869014321
14482031 0.2250793876 1.7870559401
14483306 0.2479753608 1.7873429163
14483494 0.2814091141 1.7873895357
14483652 0.3249476346 1.7874339983
14484526 0.5592562189 1.7877180026
14485029 0.3646015533 1.7879993084
14485653 0.2849325454 1.7882268198
14488857 0.3011792086 1.7891397437
14492726 1.3746704945 1.7903050060
14498407 1.4642422709 1.7981145091
14499748 1.5277873656 1.8000780580
14502205 1.5207641866 1.8038318316
14502625 1.5081138723 1.8044705525
14502698 1.4964298121 1.8045806448
14503678 1.4965412875 1.8060471460
14505500 3.2259110258 1.8087738443
14505812 6.8078974244 1.8097803285
14506159 16.8233639806 1.8121426689
14508746 16.8233639806 1.8556647115
14510084 16.8233639806 1.8781743725
14511038 16.7792903523 1.8942238618
14511150 15.6704623978 1.8961031423
14511416 11.0683778288 1.9002714853
14511805 11.0659868083 1.9045770843
14513560 1.0382966004 1.9239978911
14514908 1.0423553256 1.9253975149
14515834 1.0424913270 1.9263627360
14516242 1.0432013357 1.9267880724
14516336 1.0433512519 1.9268861334
14516366 1.0469094026 1.9269174339
14516982 1.0469759819 1.9275623301
14517066 1.0438307029 1.9276502761
14517597 1.0446100116 1.9282045502
14518016 1.0444910585 1.9286422418
14518643 1.0430346915 1.9292971377
14519406 1.0442546876 1.9300929731
14519765 1.0509039418 1.9304678606
14521636 1.2504074526 1.9324341018
14521719 1.7811544741 1.9325378857
14521834 0.6185128050 1.9327427184
14521925 0.4188694980 1.9327990031
14522081 0.2446380353 1.9328643467
14522466 0.3815148307 1.9329585324
14523076 0.1280470819 1.9331912564
14525460 0.1156651857 1.9334965207
14525661 0.0986882857 1.9335197694
14525870 0.0905364962 1.9335403952
14525941 0.0839460309 1.9335468233
14526483 0.0830283257 1.9335923221
14526772 0.0830629880 1.9336163172
14527036 0.0829693788 1.9336382459
14527183 0.0903667517 1.9336504424
14527258 0.8415791616 1.9336572199
14527645 1.9580483353 1.9339829110
14527999 0.0714342336 1.9346760601
14528225 0.0391086556 1.9346922043
14528497 0.1492830980 1.9347028418
14528628 0.4251812934 1.9347223979
14530429 0.1267237685 1.9354881494
14530724 0.0670570888 1.9355255329
14530850 0.0303525301 1.9355339821
14530926 0.0303525301 1.9355362889
14531157 0.0198041853 1.9355433003
14531684 0.0196884163 1.9355537371
14532302 0.0196752617 1.9355659046
14533409 0.0196752617 1.9355876851
14533515 0.0197229090 1.9355897707
14533670 0.0197397647 1.9355928277
14534191 0.0234685208 1.9356031122
14534635 0.1654156008 1.9356135322
14535070 0.5039877540 1.9356854880
14535111 0.6325876166 1.9357061515
14535431 0.7072668345 1.9359085795
14537091 0.6150043278 1.9370826424
14537247 0.4960547849 1.9371785831
14537371 0.2263834579 1.9372400939
14537726 0.1851984660 1.9373204600
14538500 0.3485283982 1.9374638036
14538600 0.7922998717 1.9374986565
14538621 1.3413802282 1.9375152948
14538643 1.9918361372 1.9375448052
14539315 2.7556961684 1.9388833190
14539444 2.7685255127 1.9392388038
14539677 2.0297362845 1.9398838703
14539952 1.9784415322 1.9404420478
14540171 1.2995434431 1.9408753265
14541003 0.4533909729 1.9419565466
14541050 0.0047663336 1.9419778560
14541337 0.0047663336 1.9419792239
14542262 0.0047663336 1.9419836328
14542310 0.0047663336 1.9419838616
14542566 0.0047665139 1.9419850817
14542669 0.0047665139 1.9419855727
14543031 0.0047665139 1.9419872982
14545312 0.0047665139 1.9419981706
14545992 0.0047681195 1.9420014118
14546088 0.0047670086 1.9420018696
14546313 0.0047670086 1.9420029421
14546518 0.0047670086 1.9420039194
14546846 0.0047671923 1.9420054830
14547112 0.0047783468 1.9420067510
14548450 0.0047783468 1.9420131445
14548462 0.0047783468 1.9420132018
14548531 0.1245827449 1.9420135315
14548585 1.6064585717 1.9420202590
14549030 0.0044215752 1.9427351330
14549255 0.0044215752 1.9427361279
14549340 0.0043894661 1.9427365037
14549423 0.0043898363 1.9427368680
14550539 0.0043898363 1.9427417671
14550690 0.0043898363 1.9427424300
14551045 0.0043898363 1.9427439884
14551136 0.0043898363 1.9427443878
14551412 0.0043887445 1.9427455994
14551797 0.0043887445 1.9427472891
14552153 0.0043887445 1.9427488515
14552163 0.0043887445 1.9427488954
14552613 0.0043887445 1.9427508703
14552683 0.0043869415 1.9427511775
14553364 0.0044187026 1.9427541650
14553872 0.0044442907 1.9427564097
14554012 0.0230259179 1.9427570319
14554058 0.6037868140 1.9427580911
14554084 2.4881254879 1.9427737896
14554527 0.0177004849 1.9438760292
14555016 0.0177004849 1.9438846847
14555460 0.0176659048 1.9438925437
14555565 0.0944007463 1.9438943986
14555913 0.0944007463 1.9439272501
14556175 0.5109024142 1.9439519831
14557511 0.5527081341 1.9446345487
14557744 0.7597247112 1.9447633297
14557851 0.9481864631 1.9448446203
14559158 0.9733785268 1.9460839000
14560469 0.8856248011 1.9473599992
14561153 1.0475979916 1.9479657666
14562190 1.0267201562 1.9490521257
14562752 0.8101079002 1.9496291424
14563699 0.8163995181 1.9503963146
14563723 0.8239113356 1.9504159082
14563977 0.8502480874 1.9506251817
14564547 0.9218099530 1.9511098231
14565783 1.3214877632 1.9522491802
14566210 1.4264412739 1.9528134555
14566222 1.5295748075 1.9528305728
14566564 1.5551718002 1.9533536873
14567348 1.5818481295 1.9545729420
14567401 1.6004543804 1.9546567800
14567452 1.6273239963 1.9547384032
14567931 1.6643161519 1.9555178914
14568268 1.6788153923 1.9560787659
14568276 1.6980211805 1.9560921964
14569218 1.7004016817 1.9576917324
14569224 1.7766510432 1.9577019348
14569302 1.8289880466 1.9578405136
14569432 1.8303847353 1.9580782820
14570025 1.8543113928 1.9591637002
14570050 1.8822338802 1.9592100579
14570263 1.8837695256 1.9596109738
14570356 1.8758662359 1.9597861643
14570546 1.8479588379 1.9601425789
14571103 1.7779841815 1.9611718920
14571190 1.6985760296 1.9613265766
14571393 1.6095692814 1.9616713875
14571543 1.3827291875 1.9619128229
14571990 1.0410733402 1.9625309029
14572236 0.9000635214 1.9627870069
14572452 0.8578809579 1.9629814206
14572796 0.8496376857 1.9632765317
14572809 0.8397831179 1.9632875770
14573940 1.1238872250 1.9642373717
14574031 1.4422302362 1.9643396454
14575118 1.4320623660 1.9659073497
14576372 1.4663979889 1.9677031559
14576658 3.9951199952 1.9681225457
14577923 5.1624087233 1.9731763725
14579582 2.7655666411 1.9817408086
14580244 2.5848182176 1.9835716137
14580800 2.5091277468 1.9850087726
14581225 2.3569851036 1.9860751519
14581602 1.7529612842 1.9869637353
14582410 1.6130302335 1.9883801280
14584002 1.7587973994 1.9909480722
14584256 2.1435397782 1.9913948067
14585162 1.4337750281 1.9933368537
14585911 1.3276280693 1.9944107512
14586122 1.2237064849 1.9946908808
14588608 1.2236973520 1.9977330151
14589047 1.2239976848 1.9982702182
14589216 1.9576911616 1.9984770738
14589704 10.3137496623 1.9994324271
14590255 10.3168707819 2.0051153032
14590407 10.3206579760 2.0066834675
14592104 1.3417905575 2.0241976241
14592895 1.3392886359 2.0252589805
14593706 0.8310448682 2.0263451435
14593715 0.3094120102 2.0263526229
14594247 0.3000861205 2.0265172301
14594381 0.2950369282 2.0265574417
14596103 0.3000434062 2.0270654953
14596467 0.3138961556 2.0271747111
14596503 0.3273442151 2.0271860113
14597815 0.3639116067 2.0276154869
14597859 0.4013044078 2.0276314990
14598207 0.4823252286 2.0277711530
14598341 0.5845178952 2.0278357846
14598454 0.7703379334 2.0279018351
14599054 1.1730113927 2.0283640378
14599102 1.5929464938 2.0284203424
14599116 2.0154956082 2.0284426436
14600595 2.0729353147 2.0314235616
14602168 2.0644025459 2.0346842889
